,,,Petrol,,Adv Petrol,,,Diesel,,,Adv Diesel,,,CNG ,,,Hybrid ,,,Electric,,,Bikes,,Electric Bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity,Year,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Lux,Adv Econ,Adv Lux ,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2010,0.0386,0.2289,0.6295,0,0,0,0.0011,0.0048,0.0705,0,0,0,0,0,0,0,0.001,0.0002,0,0,0,0.009,0.0164,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2011,0.0373,0.2194,0.644,0,0,0,0.0011,0.0043,0.067,0,0,0,0,0,0,0,0.001,0.0002,0,0,0,0.0109,0.0148,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2012,0.0356,0.2084,0.6626,0,0,0,0.001,0.0038,0.0616,0,0,0,0,0,0,0,0.001,0.0002,0,0,0,0.0089,0.0169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2013,0.0308,0.1867,0.6321,0.0022,0.0134,0.0445,0.0009,0.0031,0.0547,0.0001,0.0002,0.0039,0,0,0,0,0.001,0.0002,0,0,0,0.0084,0.0161,0.0006,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2014,0.0285,0.1788,0.6445,0.0021,0.013,0.0459,0.0008,0.0027,0.0519,0.0001,0.0002,0.0037,0,0,0,0,0.001,0.0002,0,0,0,0.0084,0.0164,0.0006,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2015,0.0264,0.1711,0.6563,0.002,0.0127,0.0475,0.0007,0.0024,0.0492,0.0001,0.0002,0.0036,0,0,0,0,0.001,0.0002,0,0,0,0.0084,0.0166,0.0006,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2004,0.2167,0.5302,0.0789,0,0,0,0.0008,0.0145,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2005,0.2352,0.5173,0.0851,0,0,0,0.0009,0.0139,0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2006,0.2433,0.5114,0.0953,0,0,0,0.0009,0.0128,0.1262,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2007,0.2555,0.5014,0.1098,0,0,0,0.0009,0.0125,0.1096,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2008,0.2624,0.4912,0.1231,0,0,0,0.0009,0.0119,0.1003,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2009,0.2661,0.4837,0.1316,0,0,0,0.0009,0.0115,0.096,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2010,0.2857,0.4525,0.1454,0,0,0,0.0024,0.0156,0.0881,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2011,0.3025,0.4214,0.1653,0,0,0,0.004,0.0202,0.0764,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2012,0.3146,0.3984,0.1819,0,0,0,0.0039,0.024,0.0671,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2013,0.3032,0.3557,0.1868,0.0213,0.0254,0.0129,0.0037,0.0262,0.0496,0.0003,0.0018,0.0037,0,0,0,0,0,0.0002,0,0,0,0.0009,0.0077,0.0001,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2014,0.3105,0.338,0.2038,0.022,0.0244,0.0141,0.0036,0.0305,0.0393,0.0003,0.0021,0.0029,0,0,0,0,0,0.0002,0,0,0,0.0008,0.007,0.0001,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2015,0.3158,0.3191,0.2211,0.0226,0.0233,0.0155,0.0036,0.0353,0.031,0.0003,0.0024,0.0023,0,0,0,0,0,0.0001,0,0,0,0.0007,0.0063,0.0001,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2004,0.2167,0.5302,0.0789,0,0,0,0.0008,0.0145,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2005,0.2352,0.5173,0.0851,0,0,0,0.0009,0.0139,0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2006,0.2433,0.5114,0.0953,0,0,0,0.0009,0.0128,0.1262,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2007,0.2555,0.5014,0.1098,0,0,0,0.0009,0.0125,0.1096,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2008,0.2624,0.4912,0.1231,0,0,0,0.0009,0.0119,0.1003,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2009,0.2661,0.4837,0.1316,0,0,0,0.0009,0.0115,0.096,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2010,0.2857,0.4525,0.1454,0,0,0,0.0024,0.0156,0.0881,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2011,0.3025,0.4214,0.1653,0,0,0,0.004,0.0202,0.0764,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2012,0.3146,0.3984,0.1819,0,0,0,0.0039,0.024,0.0671,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2013,0.305,0.3523,0.1848,0.0214,0.0253,0.0128,0.0037,0.0272,0.0524,0.0003,0.0018,0.0039,0,0,0,0,0,0.0002,0,0,0,0.0008,0.0076,0.0001,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2014,0.3143,0.332,0.1995,0.0222,0.024,0.0139,0.0036,0.0329,0.0437,0.0003,0.0022,0.0032,0,0,0,0,0,0.0001,0,0,0,0.0007,0.0068,0.0001,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Annex I,2015,0.3218,0.3111,0.2139,0.023,0.0228,0.015,0.0036,0.0397,0.0363,0.0003,0.0027,0.0027,0,0,0,0,0,0.0001,0,0,0,0.0007,0.006,0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2004,0.076,0.0671,0.0443,0,0,0,0,0.0008,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0.8092,0.0001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2005,0.0807,0.0697,0.0453,0,0,0,0,0.0008,0.0023,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.801,0.0001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2006,0.082,0.0742,0.0453,0,0,0,0,0.0007,0.0021,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.7954,0.0001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2007,0.0844,0.0841,0.0482,0,0,0,0,0.0007,0.002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.7803,0.0002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2008,0.0774,0.1154,0.0478,0,0,0,0,0.0006,0.0018,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.7565,0.0002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2009,0.093,0.1131,0.0588,0,0,0,0,0.0007,0.0021,0,0,0,0,0.0004,0,0,0,0,0,0,0,0.7316,0.0002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2010,0.0996,0.1292,0.0654,0,0,0,0.0001,0.0008,0.0022,0,0,0,0.0001,0.0006,0,0,0,0,0,0,0,0.7019,0.0002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2011,0.109,0.1484,0.074,0,0,0,0.0001,0.0008,0.0023,0,0,0,0.0003,0.001,0,0,0,0,0,0,0,0.664,0.0001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2012,0.1197,0.1708,0.0824,0,0,0,0.0001,0.0008,0.0023,0,0,0,0.0008,0.0015,0,0,0,0,0,0,0,0.6214,0.0001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2013,0.1365,0.1995,0.0987,0.0092,0.0133,0.0065,0.0001,0.0008,0.0024,0,0.0001,0.0002,0.0012,0.0021,0,0,0,0,0,0,0,0.493,0.0001,0.0361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2014,0.1603,0.24,0.1218,0.011,0.0163,0.0082,0.0001,0.0008,0.0026,0,0.0001,0.0002,0.0017,0.003,0,0,0,0,0,0,0,0.4041,0.0001,0.0296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2015,0.1815,0.2787,0.1453,0.0128,0.0192,0.0099,0.0001,0.0008,0.0027,0,0.0001,0.0002,0.0023,0.0041,0,0,0.0001,0,0.0001,0,0,0.3185,0.0001,0.0234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2004,0.194,0.0355,0.0107,0,0,0,0.0064,0.0008,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0.5867,0.1453,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2005,0.1943,0.0348,0.009,0,0,0,0.0057,0.0012,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0.5851,0.1491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2006,0.1928,0.0339,0.0077,0,0,0,0.0089,0.0022,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0.5771,0.156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2007,0.1852,0.0321,0.0066,0,0,0,0.0107,0.0032,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0.5739,0.1663,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2008,0.186,0.0318,0.0058,0,0,0,0.0104,0.0041,0.0233,0,0,0,0.0012,0,0,0,0,0,0,0,0,0.577,0.1604,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2009,0.181,0.0309,0.005,0,0,0,0.0187,0.0061,0.0238,0,0,0,0.0022,0.0002,0,0,0,0,0,0,0,0.5677,0.1644,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2010,0.1753,0.0286,0.0042,0,0,0,0.0271,0.009,0.023,0,0,0,0.0027,0.0003,0,0,0,0,0,0,0,0.5624,0.1673,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2011,0.1452,0.0234,0.0031,0,0,0,0.0284,0.0102,0.0203,0,0,0,0.04,0.0003,0,0,0,0,0,0,0,0.5529,0.1761,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2012,0.1156,0.0201,0.0022,0,0,0,0.0294,0.081,0.0144,0,0,0,0.0091,0,0,0,0,0,0,0,0,0.5459,0.1821,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2013,0.106,0.0179,0.0017,0.0077,0.0013,0.0001,0.0299,0.0841,0.0144,0.0021,0.0059,0.001,0.0117,0,0,0,0,0,0,0,0,0.4931,0.1757,0.035,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2014,0.1038,0.0171,0.0014,0.0078,0.0013,0.0001,0.0324,0.093,0.0154,0.0023,0.0067,0.0011,0.015,0,0,0,0,0,0,0,0,0.4753,0.1809,0.0338,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2015,0.1013,0.0162,0.0011,0.008,0.0013,0.0001,0.035,0.1025,0.0163,0.0025,0.0077,0.0012,0.0193,0,0,0,0,0,0,0,0,0.4566,0.1856,0.0325,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2004,0.0802,0.3827,0.497,0,0,0,0,0.0109,0.001,0,0,0,0,0,0.0105,0,0,0,0,0,0,0.011,0.0068,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2005,0.0786,0.3777,0.5001,0,0,0,0,0.0106,0.0015,0,0,0,0,0,0.0108,0,0,0.0002,0,0,0,0.0129,0.0076,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2006,0.0763,0.371,0.5051,0,0,0,0,0.0103,0.0021,0,0,0,0,0,0.0113,0,0,0.0008,0,0,0,0.015,0.0081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2007,0.0738,0.3646,0.5111,0,0,0,0,0.0098,0.0028,0,0,0,0,0,0.012,0,0.0001,0.0014,0,0,0,0.0164,0.0081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2008,0.0714,0.3577,0.5166,0,0,0,0,0.0092,0.0035,0,0,0,0,0,0.0123,0,0.0001,0.0019,0,0,0,0.0186,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2009,0.0699,0.3515,0.5225,0,0,0,0,0.0086,0.0041,0,0,0,0,0,0.0126,0,0.0002,0.0023,0,0,0,0.0187,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2010,0.07,0.3462,0.5288,0,0,0,0,0.0082,0.0046,0,0,0,0,0,0.0127,0,0.0002,0.0027,0,0,0,0.0181,0.0085,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2011,0.0743,0.3385,0.5295,0,0,0,0,0.0082,0.0052,0,0,0,0,0,0.0126,0,0.0003,0.003,0,0,0,0.0191,0.0094,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012,0.0808,0.3325,0.5236,0,0,0,0,0.0092,0.0055,0,0,0,0,0,0.0124,0,0.0003,0.0032,0,0,0,0.0211,0.0114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013,0.0772,0.3053,0.4886,0.0055,0.0219,0.0348,0,0.0092,0.0058,0,0.0006,0.0004,0,0,0.0124,0,0.0004,0.0034,0,0,0,0.0208,0.0115,0.0014,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014,0.0789,0.2998,0.4876,0.0057,0.022,0.0355,0,0.0098,0.0066,0,0.0007,0.0005,0,0,0.0125,0,0.0004,0.0036,0,0,0,0.0218,0.0125,0.0015,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015,0.0805,0.2942,0.4863,0.006,0.0221,0.0363,0,0.0105,0.0074,0,0.0008,0.0005,0,0,0.0126,0,0.0005,0.0038,0,0,0,0.0227,0.0134,0.0015,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2005,0.3198,0.3218,0.1957,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0.0542,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2006,0.3539,0.3093,0.1682,0,0,0,0,0,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0.0598,0.0851,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2007,0.3674,0.2996,0.1551,0,0,0,0,0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0.0678,0.0897,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2008,0.3803,0.2886,0.1442,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0.0748,0.0947,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2009,0.3898,0.2834,0.1361,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0.0815,0.0915,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2010,0.3975,0.2767,0.1328,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0.0857,0.0873,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2011,0.4008,0.2723,0.1272,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.0821,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2012,0.3979,0.2703,0.1263,0,0,0,0,0,0.0124,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.0811,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2013,0.374,0.2536,0.1195,0.0263,0.0178,0.0084,0,0,0.0119,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.0809,0.0719,0.0057,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2014,0.3762,0.2547,0.121,0.0264,0.0179,0.0085,0,0,0.0123,0,0,0.0009,0,0,0,0,0,0,0,0,0,0.0795,0.0683,0.0056,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2015,0.3783,0.2557,0.1225,0.0266,0.0179,0.0086,0,0,0.0127,0,0,0.0009,0,0,0,0,0,0,0,0,0,0.078,0.0647,0.0055,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2015,0.2142,0.2086,0.2947,0.0156,0.0151,0.0213,0.0097,0.0942,0.0383,0.0007,0.0066,0.0027,0.006,0.0035,0.0004,0.0004,0.0058,0.0023,0,0.0002,0,0.0462,0.0092,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2004,0.0802,0.3827,0.497,0,0,0,0,0.0109,0.001,0,0,0,0,0,0.0105,0,0,0,0,0,0,0.011,0.0068,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2005,0.0786,0.3777,0.5001,0,0,0,0,0.0106,0.0015,0,0,0,0,0,0.0108,0,0,0.0002,0,0,0,0.0129,0.0076,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2006,0.0763,0.371,0.5051,0,0,0,0,0.0103,0.0021,0,0,0,0,0,0.0113,0,0,0.0008,0,0,0,0.015,0.0081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2007,0.0738,0.3646,0.5111,0,0,0,0,0.0098,0.0028,0,0,0,0,0,0.012,0,0.0001,0.0014,0,0,0,0.0164,0.0081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2008,0.0714,0.3577,0.5166,0,0,0,0,0.0092,0.0035,0,0,0,0,0,0.0123,0,0.0001,0.0019,0,0,0,0.0186,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2009,0.0699,0.3515,0.5225,0,0,0,0,0.0086,0.0041,0,0,0,0,0,0.0126,0,0.0002,0.0023,0,0,0,0.0187,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2010,0.07,0.3462,0.5288,0,0,0,0,0.0082,0.0046,0,0,0,0,0,0.0127,0,0.0002,0.0027,0,0,0,0.0181,0.0085,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2011,0.0743,0.3385,0.5295,0,0,0,0,0.0082,0.0052,0,0,0,0,0,0.0126,0,0.0003,0.003,0,0,0,0.0191,0.0094,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2012,0.0808,0.3325,0.5236,0,0,0,0,0.0092,0.0055,0,0,0,0,0,0.0124,0,0.0003,0.0032,0,0,0,0.0211,0.0114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2013,0.0814,0.3042,0.4868,0.0056,0.0216,0.0343,0,0.0091,0.0055,0,0.0006,0.0004,0,0,0.012,0,0.0004,0.0034,0,0,0,0.0214,0.011,0.0015,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2014,0.0876,0.2977,0.484,0.0061,0.0211,0.0341,0,0.0096,0.0059,0,0.0007,0.0004,0,0,0.0117,0,0.0004,0.0036,0,0,0,0.0232,0.0114,0.0016,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2015,0.0941,0.291,0.4808,0.0065,0.0208,0.034,0,0.0102,0.0064,0,0.0007,0.0004,0,0,0.0114,0,0.0005,0.0039,0,0,0,0.0251,0.0117,0.0017,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2004,0.3156,0.3228,0.058,0,0,0,0.0405,0.08,0.0628,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0577,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2005,0.3105,0.3148,0.0609,0,0,0,0.0421,0.0839,0.0653,0,0,0,0,0,0,0,0,0,0,0,0,0.0649,0.0576,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2006,0.2968,0.2968,0.0621,0,0,0,0.0427,0.0844,0.0658,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0.0681,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2007,0.2901,0.288,0.0642,0,0,0,0.0445,0.0867,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0.0903,0.0682,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2008,0.2857,0.2861,0.0672,0,0,0,0.0459,0.0895,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0.0899,0.0651,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2009,0.2781,0.2887,0.0689,0,0,0,0.0437,0.0912,0.0723,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.0691,0,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2010,0.2744,0.2925,0.0746,0,0,0,0.0414,0.0929,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0.0865,0.0626,0,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2011,0.27,0.2991,0.0763,0,0,0,0.0382,0.095,0.0765,0,0,0,0,0,0,0,0,0,0,0,0,0.0826,0.0623,0.0024,0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2012,0.2667,0.3042,0.0774,0,0,0,0.0355,0.0971,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0.0767,0.0627,0.0052,0.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2013,0.2478,0.2906,0.0744,0.0175,0.0204,0.0052,0.0312,0.0936,0.0771,0.0022,0.0065,0.0054,0,0,0,0,0,0,0,0,0,0.0643,0.0564,0.0093,0.0221,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2014,0.2462,0.2966,0.0764,0.0173,0.0208,0.0053,0.0293,0.0964,0.0796,0.0021,0.0067,0.0055,0,0,0,0,0,0,0,0,0,0.0578,0.0542,0.0084,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of latin America,2015,0.2443,0.3023,0.0784,0.0173,0.0213,0.0055,0.0275,0.0992,0.0821,0.002,0.0069,0.0057,0,0,0,0,0,0,0,0,0,0.0517,0.0519,0.0075,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2004,0.1653,0.3132,0.0322,0,0,0,0,0.0739,0.2926,0,0,0,0,0,0,0,0,0,0,0,0,0.0869,0.036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2005,0.1401,0.3156,0.045,0,0,0,0,0.0738,0.3061,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.0345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
