,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
87,Asia,1997,91.2928466796875,1050160034.1796876,2107310058.59375,1019830017.0898438,625820007.3242188,555460021.9726562,1952900024.4140625,1076329956.0546875,3246660156.25,1046050048.828125,762390014.6484375,319429992.67578125,247839996.33789065,4.887909412384033,75.7506332397461,13.528753280639648
88,Asia,1998,90.85771942138672,1032270019.53125,2134429931.640625,291079986.5722656,632450012.2070312,559210021.9726562,1993189941.40625,1058390014.6484376,3322820068.359375,972979980.46875,767719970.703125,316760009.765625,255139999.38964844,5.174960136413574,75.15349578857422,13.913552284240724
89,Asia,1999,91.17066955566406,1077170043.9453125,2177219970.703125,123650001.5258789,640320007.3242188,594200012.2070312,1873109985.3515625,1104109985.3515625,3437909912.109375,1012239990.234375,783330017.0898438,332970001.2207031,262279998.77929688,4.922501564025879,76.47521209716797,13.041746139526367
90,Asia,2000,91.23152160644533,1201429931.640625,2158290039.0625,41299987.79296875,648429992.6757812,638679992.6757812,1932440063.4765625,1231959960.9375,3724629882.8125,990799987.7929688,837890014.6484375,268260009.765625,264799987.79296875,4.9022626876831055,77.0961685180664,12.70701503753662
91,Asia,2001,91.16677856445312,1231690063.4765625,2147280029.296875,12320020.67565918,638919982.9101562,683440002.4414062,1991630004.8828125,1263160034.1796875,3874580078.125,987529968.2617188,844729980.46875,278010009.765625,265790008.54492188,5.071513175964356,77.0779800415039,13.089445114135742
92,Asia,2002,91.34685516357422,1282640014.6484375,2158370117.1875,504340026.8554688,629590026.8554688,737559997.5585938,2054820068.359375,1315530029.296875,4137720214.84375,1017919982.9101562,853690002.4414062,282929992.67578125,275510009.765625,4.974641799926758,77.78657531738281,12.723898887634276
93,Asia,2003,92.19923400878906,1335099975.5859375,2167669921.875,160199996.9482422,620290039.0625,816750000.0,2223270019.53125,1369510009.765625,4569410156.25,1044030029.296875,935619995.1171876,309350006.1035156,288230010.9863281,4.775404930114746,79.8267822265625,12.360983848571776
94,Asia,2004,91.76850128173828,1437150024.4140625,2215150146.484375,534570007.3242188,611799987.7929688,883720031.7382812,2626649902.34375,1474189941.40625,4908870117.1875,1104549926.7578125,1005099975.5859376,327320007.32421875,318429992.67578125,5.084468364715576,78.53483581542969,13.32043743133545
95,Asia,2005,92.0427017211914,1485930053.7109375,2260840087.890625,245200012.20703125,604080017.0898438,942390014.6484376,3113669921.875,1524719970.703125,5171430175.78125,1130469970.703125,1066929931.640625,345119995.1171875,343029998.7792969,4.912455081939697,79.20443725585938,12.936330795288086
96,Asia,2006,91.9510269165039,1538130004.8828125,2304219970.703125,630600036.6210938,611010009.765625,1048760009.765625,3344409912.109375,1578250000.0,5635479980.46875,1154449951.171875,1125170043.9453125,357190002.44140625,367100006.1035156,5.102126121520996,79.2966537475586,13.232572555541992
97,Asia,2007,92.28732299804688,1629170043.9453125,2327770019.53125,86440017.70019531,617090026.8554688,1134989990.234375,3612000000.0,1671400024.4140625,6095020019.53125,1176270019.53125,1168260009.765625,359989990.234375,388119995.1171875,5.057849407196045,80.4972915649414,12.897615432739258
98,Asia,2008,91.94230651855467,1697300048.828125,2360530029.296875,55299999.23706055,623190002.4414062,1196760009.765625,3765600097.65625,1742089965.8203125,6249620117.1875,1176079956.0546875,1207299926.7578125,369169982.91015625,405100006.1035156,5.56089973449707,79.78229522705078,14.164506912231444
99,Asia,2009,92.05107879638672,1753020019.53125,2382540039.0625,468570007.3242188,629770019.53125,1297739990.234375,3966689941.40625,1799609985.3515625,6538689941.40625,1165829956.0546875,1219530029.296875,369970001.2207031,395250000.0,5.401412963867188,80.07133483886719,13.690553665161133
100,Asia,2010,91.59579467773438,1842810058.59375,2399979980.46875,85809989.92919922,635809997.5585938,1404359985.3515625,4357100097.65625,1891859985.3515625,7111169921.875,1200799926.7578125,1292060058.59375,376190002.4414063,431809997.55859375,5.894656658172607,79.1639404296875,14.612954139709473
101,Asia,2011,92.19190216064452,1950989990.234375,2412429931.640625,10269967.079162598,642590026.8554688,1533750000.0,4584199707.03125,2002680053.7109373,7805370117.1875,1243150024.4140625,1390250000.0,360709991.4550781,447579986.5722656,5.820296287536621,80.87134552001953,14.254015922546388
102,Asia,2012,92.20256805419922,2086120117.1875,2422669921.875,33859996.7956543,648229980.46875,1603180053.7109375,4600580078.125,2141060058.59375,8182350097.65625,1233680053.7109375,1397739990.234375,387130004.8828125,446889984.1308594,6.395725727081299,81.11775970458984,15.560132026672363
103,Asia,2013,91.72443389892578,2180120117.1875,2434380126.953125,3139944.553375244,663820007.3242188,1705829956.0546875,4628709960.9375,2238120117.1875,8541709960.9375,1257290039.0625,1426030029.296875,388149993.8964844,457320007.3242188,6.868678092956543,80.47181701660156,16.333608627319336
104,Asia,2014,91.11746215820312,2249520019.53125,2442810058.59375,355309967.0410156,680489990.234375,1796860107.421875,4674890136.71875,2309400146.484375,8634740234.375,1261790039.0625,1450270019.53125,386459991.4550781,467100006.1035156,7.412151336669922,79.45000457763672,17.27554702758789
105,Asia,2015,90.6404266357422,2358290039.0625,2462020019.53125,386029998.7792969,694859985.3515625,1785859985.3515625,4629820312.5,2421120117.1875,8535959960.9375,1297260009.765625,1449949951.171875,384040008.5449219,510410003.6621094,7.781671047210693,78.0331802368164,18.31977653503418
106,Asia,2016,90.05962371826172,2406370117.1875,2480250000.0,78549972.53417969,708529968.2617188,1876689941.40625,4452219726.5625,2471119873.046875,8733389648.4375,1324760009.765625,1456979980.46875,390130004.8828125,537179992.6757812,8.205105781555176,76.56256866455078,19.006032943725582
107,Asia,2017,89.54945373535156,2505320068.359375,2505949951.171875,33220027.923583984,723210021.9726562,1934920043.9453125,4384359863.28125,2572590087.890625,9193200195.3125,1357859985.3515625,1476260009.765625,384529998.7792969,553679992.6757812,8.699320793151855,75.84893798828125,19.739538192749023
108,Asia,2018,88.9395980834961,2562949951.171875,2506439941.40625,217780044.5556641,737909973.1445312,2035290039.0625,4461850097.65625,2632239990.234375,9682650390.625,1300679931.640625,1518660034.1796875,362579986.5722656,570640014.6484375,9.161236763000488,75.04467010498047,20.363725662231445
109,Asia,2019,88.0353775024414,2572369873.046875,2509300048.828125,439589965.8203125,752650024.4140625,2114310058.59375,4546609863.28125,2643040039.0625,9905530273.4375,1276569946.2890625,1514400024.4140625,346550018.3105469,558429992.6757812,9.80544662475586,73.1539535522461,21.72234344482422
110,Australia,1990,95.54060363769533,62029998.77929688,178009994.50683594,54389999.38964844,19930000.30517578,10819999.69482422,43099998.47412109,63919998.16894531,143470001.22070312,9300000.190734863,15029999.732971191,3410000.0858306885,6550000.190734863,4.459391117095947,89.55950164794922,9.970221519470217
111,Australia,1991,95.25993347167967,60590000.15258789,176300003.0517578,54389999.38964844,19909999.84741211,10399999.618530272,43349998.47412109,62419998.16894531,145940002.44140625,9380000.114440918,15880000.114440918,3430000.066757202,6530000.20980835,4.7400617599487305,89.4529800415039,10.368502616882324
112,Australia,1992,95.26828002929688,62080001.83105469,172850006.10351562,54389999.38964844,19649999.618530277,10319999.69482422,43040000.915527344,63939998.62670898,148369995.1171875,9729999.542236328,16270000.457763672,3480000.0190734863,6900000.095367432,4.731717109680176,89.4407958984375,10.299596786499023
113,Australia,1993,95.2405776977539,63189998.62670898,170380004.8828125,54389999.38964844,19489999.771118164,9930000.30517578,43970001.220703125,65069999.69482422,149800003.0517578,10210000.038146973,17360000.610351562,3599999.9046325684,7480000.019073486,4.75942850112915,89.42596435546875,10.32370376586914
114,Australia,1994,95.47280883789062,64830001.83105469,171860000.61035156,54389999.38964844,18790000.915527344,8520000.457763672,45680000.30517578,66750000.0,152539993.2861328,9899999.618530272,18049999.237060547,3690000.057220459,7880000.114440918,4.527180671691895,89.91234588623047,9.91486644744873
115,Australia,1995,95.7602767944336,67540000.91552734,169110000.61035156,54430000.30517578,18729999.542236328,7719999.79019165,46479999.54223633,69510002.13623047,158779998.77929688,10460000.038146973,18940000.534057617,3819999.933242798,8699999.809265137,4.239725112915039,90.39024353027344,9.40773105621338
116,Australia,1996,95.76341247558594,70019996.6430664,156990005.49316406,56490001.6784668,17139999.389648438,7780000.20980835,46319999.69482422,72029998.77929688,166649993.89648438,10810000.4196167,19450000.762939453,3829999.923706055,9210000.038146973,4.23659086227417,90.4119873046875,9.408696174621582
117,Australia,1997,95.85415649414062,71389999.38964844,155509994.50683594,59540000.915527344,16899999.618530273,7690000.057220459,47819999.69482422,73419998.16894531,170889999.38964844,10890000.343322754,20200000.762939453,3980000.0190734863,9210000.038146973,4.145838737487793,90.8309326171875,8.98914909362793
118,Australia,1998,95.96224212646484,71389999.38964844,162500000.0,57509998.3215332,16079999.923706057,8590000.15258789,47930000.30517578,73440002.44140625,191190002.44140625,11119999.885559082,21430000.30517578,4059999.942779541,9579999.923706057,4.037755966186523,91.33578491210938,8.488753318786621
119,Australia,1999,95.99107360839844,72769996.6430664,194070007.32421875,59990001.6784668,16159999.84741211,8199999.809265137,47799999.23706055,74879997.25341797,195009994.50683597,11020000.457763672,21469999.31335449,4159999.847412109,9920000.076293943,4.008933544158936,91.36846923828124,8.457534790039062
120,Australia,2000,96.01112365722656,75010002.13623047,211050003.0517578,53759998.3215332,15579999.923706057,8590000.15258789,48319999.69482422,77180000.30517578,197770004.2724609,11289999.961853027,22950000.762939453,4230000.019073486,10310000.4196167,3.988877773284912,91.74614715576172,8.087824821472168
121,Australia,2001,96.12923431396484,74419998.16894531,229610000.6103516,31610000.61035156,15789999.961853027,10090000.15258789,47590000.15258789,76540000.91552734,205179992.67578125,11569999.69482422,24180000.30517578,4239999.771118164,10729999.542236328,3.8707621097564697,92.137451171875,7.697554588317871
122,Australia,2002,96.0685577392578,76129997.25341797,215119995.1171875,33669998.16894531,15899999.618530272,10739999.771118164,38229999.54223633,78290000.91552734,219690002.44140625,11909999.84741211,24329999.92370605,5070000.171661377,8850000.381469727,3.931450366973877,91.48673248291016,8.033125877380371
123,Australia,2003,95.98503875732422,76410003.66210938,136070007.32421875,36939998.62670898,14819999.69482422,11720000.267028809,44520000.45776367,78599998.4741211,210860000.6103516,12010000.228881836,24530000.686645508,6179999.828338623,8859999.656677246,4.0149688720703125,90.85020446777344,8.262625694274902
124,Australia,2004,95.96343994140624,79180000.30517578,180339996.33789065,30129999.1607666,14420000.076293943,12380000.114440918,45540000.915527344,81480003.3569336,220539993.2861328,11859999.656677246,24680000.30517578,6190000.057220459,10079999.923706057,4.036560535430908,90.93419647216795,8.450440406799316
125,Australia,2005,95.68644714355467,79330001.83105469,137240005.49316406,30059999.465942383,14279999.732971191,13439999.5803833,44060001.373291016,81610000.61035156,225639999.38964844,11920000.076293943,25659999.84741211,6530000.20980835,11020000.457763672,4.313553333282471,90.66033935546876,8.979735374450684
126,Australia,2006,95.7665786743164,81250000.0,174910003.66210938,35200000.76293945,14069999.69482422,12920000.076293943,42919998.16894531,83550003.05175781,230470001.22070312,12119999.885559082,26100000.381469727,6059999.942779541,11630000.114440918,4.233413219451904,90.77140808105467,8.881513595581055
127,Australia,2007,96.02326965332033,83580001.83105469,165000000.0,31469999.31335449,14399999.618530272,14000000.0,43549999.23706055,85930000.30517578,237589996.33789065,12399999.618530272,27639999.38964844,5969999.79019165,12000000.0,3.976722717285156,91.43848419189452,8.343367576599121
128,Australia,2008,96.31866455078124,85300003.05175781,132240005.49316406,29829999.92370605,14869999.885559082,15250000.0,45069999.69482422,87709999.08447266,237449996.9482422,12479999.542236328,27850000.381469727,6039999.961853027,12300000.190734863,3.681326389312744,91.40084075927734,7.787761688232422
129,Australia,2009,96.07972717285156,84680000.30517578,139309997.55859375,32740001.6784668,14800000.190734863,15779999.732971191,41470001.220703125,87089996.33789062,247429992.67578125,13079999.923706057,28620000.8392334,6010000.228881836,11310000.4196167,3.920266151428223,90.59259033203124,8.065899848937988
130,Australia,2010,95.68719482421876,87629997.25341797,115750000.0,29920000.076293945,15119999.885559082,16700000.762939451,37310001.373291016,90080001.83105467,240949996.9482422,13210000.038146973,31170000.076293945,6170000.076293945,12489999.771118164,4.312804698944092,90.01809692382812,8.826127052307129
131,Australia,2011,94.30101776123048,89769996.6430664,220110000.6103516,-28389999.38964844,14489999.771118164,16930000.30517578,39860000.61035156,92269996.6430664,234220001.22070312,13649999.618530272,30709999.084472656,6099999.904632568,11989999.771118164,5.698980808258057,87.26606750488281,11.947717666625977
132,Australia,2012,94.29978942871094,90430000.30517578,219009994.50683597,-27809999.465942383,12840000.15258789,17329999.923706055,41340000.15258789,92959999.08447266,231699996.9482422,13899999.618530272,32139999.38964844,6210000.038146973,12970000.267028809,5.700209140777588,87.2775650024414,12.075900077819824
133,Australia,2013,93.47412872314452,91830001.83105467,138080001.8310547,-26629999.1607666,12020000.457763672,16750000.0,41369998.931884766,94400001.5258789,223539993.2861328,14180000.30517578,34229999.54223633,6309999.942779541,13000000.0,6.525868892669678,85.31285858154297,14.235698699951172
134,Australia,2014,94.02017974853516,91980003.3569336,160050003.0517578,-27290000.915527344,12180000.30517578,17290000.915527344,41360000.61035156,94540000.91552734,213669998.1689453,14670000.076293943,37259998.3215332,6260000.228881836,14170000.076293943,5.979823112487793,86.7382583618164,13.228230476379396
135,Australia,2015,93.7099838256836,94150001.5258789,151679992.67578125,-28110000.61035156,11539999.961853027,17940000.534057617,38040000.915527344,96779998.77929688,220470001.22070312,14920000.076293943,38979999.54223633,6630000.114440918,13529999.732971191,6.290020942687988,85.85968017578125,14.092658996582031
136,Australia,2016,92.81082916259766,95589996.33789062,120099998.4741211,3930000.066757202,12119999.885559082,18229999.542236328,37849998.47412109,98220001.22070312,226600006.1035156,15310000.4196167,39000000.0,7019999.980926514,14140000.343322754,7.189175605773926,83.72176361083984,16.163204193115234
137,Australia,2017,93.2498779296875,97680000.30517578,163309997.55859375,3289999.961853028,12210000.038146973,17860000.610351562,37919998.16894531,100360000.61035156,228179992.67578125,15350000.381469728,40529998.77929688,7539999.961853027,15340000.15258789,6.750126838684082,84.7711181640625,15.133101463317873
138,Australia,2018,91.69994354248048,99139999.38964844,159539993.2861328,3890000.104904175,12310000.4196167,17370000.8392334,39729999.54223633,101839996.33789062,222289993.2861328,15439999.5803833,41279998.77929688,7599999.904632568,16239999.771118164,8.300061225891113,81.072021484375,18.845338821411133
139,Australia,2019,91.1192855834961,99370002.74658205,126370002.74658205,22510000.22888184,12399999.618530272,17030000.686645508,39400001.525878906,102040000.91552734,222020004.2724609,15119999.885559082,45020000.45776367,6579999.923706055,17739999.771118164,8.880722045898438,79.08158111572266,20.78114128112793
140,Austria,1990,71.09130859375,13630000.114440918,9810000.4196167,-13470000.267028809,3900000.095367432,4690000.057220459,9590000.15258789,14010000.228881836,20040000.915527344,12680000.30517578,600000.0238418579,1289999.961853027,920000.0166893004,28.9086856842041,33.79584503173828,66.23556518554688
141,Austria,1991,72.4128189086914,15050000.190734863,9760000.228881836,-13470000.267028809,3970000.0286102295,4780000.20980835,10159999.84741211,15470000.267028809,20889999.38964844,14149999.618530272,460000.0083446503,1259999.9904632568,1019999.9809265136,27.58718681335449,34.19136428833008,63.71966171264648
142,Austria,1992,68.96273803710938,15079999.923706057,9520000.457763672,-13470000.267028809,3930000.066757202,4150000.095367432,9220000.267028809,15489999.771118164,17649999.618530273,13409999.84741211,490000.0095367432,1210000.038146973,1100000.023841858,31.037273406982425,27.047264099121094,70.95751190185547
143,Austria,1993,67.91191101074219,15229999.542236328,9170000.076293943,-13470000.267028809,3910000.085830689,4289999.961853027,9470000.267028809,15640000.343322754,17790000.915527344,13159999.84741211,469999.9988079071,1100000.023841858,1159999.966621399,32.08808517456055,25.399850845336918,72.59107208251953
144,Austria,1994,68.70369720458984,15279999.732971191,9069999.69482422,-13470000.267028809,3809999.942779541,4340000.152587891,9329999.923706057,15689999.5803833,19309999.465942383,12140000.343322754,340000.0035762787,1039999.9618530272,1220000.0286102295,31.296300888061523,28.55047035217285,69.30021667480469
145,Austria,1995,68.48407745361328,15500000.0,8670000.076293945,-13470000.267028809,3640000.104904175,3990000.009536743,9779999.732971191,15909999.84741211,20870000.8392334,13300000.190734863,340000.0035762787,1070000.0524520874,1370000.0047683716,31.51592063903809,28.834383010864254,68.9870834350586
146,Austria,1996,71.04878234863281,17129999.1607666,8699999.809265137,-13470000.267028809,3450000.047683716,4130000.114440918,9899999.618530272,17549999.237060547,21440000.534057617,14750000.0,319999.9928474426,1080000.0429153442,1509999.9904632568,28.95120620727539,32.25079727172852,64.9578857421875
147,Austria,1997,70.03652954101562,16190000.534057615,8569999.694824219,-13470000.267028809,3299999.952316284,4280000.20980835,11050000.190734863,16590000.15258789,21940000.534057617,13149999.618530272,319999.9928474426,1080000.0429153442,1559999.942779541,29.96346664428711,31.183517456054688,66.06621551513672
