,,Ratio of Market demand,,,,,,,,,,,,,,,,,,,,,,,,,,GHG emissions by Sector all in tonnes of c02 eq,,,,,,,,,,,Primary Energy,,,,,,
Entity,Year,"('Petrol', 'Econ')","('Petrol', 'Mid')","('Petrol', 'Lux')","('Adv Petrol', 'Econ')","('Adv Petrol', 'Mid')","('Adv Petrol', 'Lux')","('Diesel', 'Econ')","('Diesel', 'Mid')","('Diesel', 'Lux')","('Adv Diesel', 'Econ')","('Adv Diesel', 'Mid')","('Adv Diesel', 'Lux')","('CNG', 'Econ')","('CNG', 'Mid')","('CNG', 'Lux')","('Hybrid', 'Econ')","('Hybrid', 'Mid')","('Hybrid', 'Lux')","('Electric', 'Econ')","('Electric', 'Mid')","('Electric', 'Lux')","('Bikes', 'Econ')","('Bikes', 'Lux')","('Electric Bikes', 'Adv Econ')","('Electric Bikes', 'Adv Lux')",Transport_x(only co2 emissions),Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y(by sector billions tonnes,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity),fossil_demand,ev_demand,ev_savings
Brazil,2006,0.3539,0.3093,0.1682,0,0,0,0,0,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0.0598,0.0851,0,0,140259994.5,459329986.6,1107650024,56470001.22,28659999.85,87930000.31,144419998.2,59990001.68,22469999.31,15239999.77,16069999.69,14600000.38,55.50273132,43.04596329,9.968708038,86.76738739,1,0,0
Brazil,2007,0.3674,0.2996,0.1551,0,0,0,0,0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0.0678,0.0897,0,0,145970001.2,469980011,1118239990,58080001.83,24709999.08,97169998.17,150500000,59400001.53,22989999.77,14789999.96,17049999.24,15760000.23,54.39969254,44.38022614,8.998746872,88.22698212,1,0,0
Brazil,2008,0.3803,0.2886,0.1442,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0.0748,0.0947,0,0,151339996.3,460640014.6,1106459961,59009998.32,26930000.31,97260002.14,156300003.1,71160003.66,23010000.23,16450000.76,18950000.76,19280000.69,55.31705093,43.36677551,12.62464237,84.35798645,1.0001,0,0
Brazil,2009,0.3898,0.2834,0.1361,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0.0815,0.0915,0,0,148720001.2,459839996.3,1103359985,60509998.32,26879999.16,87180000.31,153720001.2,59700000.76,22629999.16,17030000.69,18379999.16,16979999.54,52.47081375,46.30883026,8.173017502,89.04746246,0.9975,0,0
Brazil,2010,0.3975,0.2767,0.1328,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0.0857,0.0873,0,0,167990005.5,491250000,1118170044,63720001.22,29790000.92,101889999.4,173759994.5,71949996.95,22739999.77,17180000.31,19209999.08,18760000.23,54.51931763,44.24653625,12.38202858,84.80222321,0.9936,0,0
Brazil,2011,0.4008,0.2723,0.1272,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.0821,0,0,185149993.9,488589996.3,265750000,64620002.75,31409999.85,110580001.8,191339996.3,65389999.39,22750000,18260000.23,17770000.46,20290000.92,54.82489014,43.91006088,9.860189438,87.19498444,0.9829,0,0
Brazil,2012,0.3979,0.2703,0.1263,0,0,0,0,0,0.0124,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.0811,0,0,202539993.3,489489990.2,269540008.5,65519996.64,33619998.93,106760002.1,209130004.9,84589996.34,22680000.31,19700000.76,18440000.53,19010000.23,56.66991425,42.0663681,14.53403473,82.56278229,0.976,0,0
Brazil,2013,0.374,0.2536,0.1195,0.0263,0.0178,0.0084,0,0,0.0119,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.0809,0.0719,0.0057,0.0051,209779998.8,485540008.5,264179992.7,66419998.17,35330001.83,105379997.3,216759994.5,110029998.8,22709999.08,19989999.77,18549999.24,18010000.23,58.99382782,39.83659744,20.46790504,76.82513428,0.9651,0.0108,2347553.608
Brazil,2014,0.3762,0.2547,0.121,0.0264,0.0179,0.0085,0,0,0.0123,0,0,0.0009,0,0,0,0,0,0,0,0,0,0.0795,0.0683,0.0056,0.0049,215229995.7,495010009.8,266890014.6,67319999.69,35650001.53,104180000.3,222570007.3,129190002.4,22930000.31,21969999.31,19270000.46,18750000,60.01665115,38.85274506,24.1166687,73.27921295,0.9657,0.0105,2340183.24
Brazil,2015,0.3783,0.2557,0.1225,0.0266,0.0179,0.0086,0,0,0.0127,0,0,0.0009,0,0,0,0,0,0,0,0,0,0.078,0.0647,0.0055,0.0046,200009994.5,496950012.2,271589996.3,68220001.22,33880001.07,100529998.8,207190002.4,124120002.7,22760000.23,22209999.08,19440000.53,20750000,58.29081726,40.60352325,23.25869751,74.2062912,0.9659,0.0101,2091418.309
Bulgaria,2004,0.4522,0.2887,0.0116,0,0,0,0.0086,0.1713,0.0482,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,6949999.809,5460000.038,-23549999.24,5710000.038,2450000.048,8020000.458,7110000.134,28879999.16,1659999.967,980000.0191,790000.0215,829999.9833,74.755867,4.144021988,51.51245499,7.613945007,1,0,0
Bulgaria,2005,0.5184,0.2101,0.0109,0,0,0,0.0099,0.1863,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,7760000.229,4929999.828,-23540000.92,5320000.172,2769999.981,7849999.905,7940000.057,28770000.46,1580000.043,1039999.962,860000.0143,920000.0167,73.29705048,5.212997913,47.28952789,9.78699398,1,0,0
Bulgaria,2006,0.6814,0.0387,0.0148,0,0,0,0.0111,0.1955,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,8189999.58,4469999.79,-23549999.24,5159999.847,2390000.105,7969999.79,8369999.886,29040000.92,1850000.024,920000.0167,839999.9738,879999.9952,73.11898804,4.984425068,47.46635437,9.288223267,1,0,0
Bulgaria,2007,0.5342,0.1765,0.012,0,0,0,0.0126,0.2049,0.0484,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,7929999.828,4760000.229,-23530000.69,5039999.962,3019999.981,8439999.58,8100000.381,32349998.47,1629999.995,1080000.043,750000,709999.9785,79.60224152,3.510520697,58.6183815,6.746425629,1,0,0
Bulgaria,2008,0.5412,0.1569,0.013,0,0,0,0.0135,0.2123,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0,0,0,8310000.42,4889999.866,-23549999.24,4869999.886,3140000.105,6130000.114,8489999.771,32029998.78,1659999.967,1110000.014,479999.9893,1019999.981,78.02803802,3.598368645,57.41945648,6.576814651,1,0,0
Bulgaria,2009,0.5157,0.1708,0.0128,0,0,0,0.0142,0.2231,0.0498,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,7980000.019,5079999.924,-23559999.47,4719999.79,1929999.948,3509999.99,8159999.847,28979999.54,1409999.967,1049999.952,479999.9893,1110000.014,74.66017914,5.127213001,54.4409256,8.653756142,1.0001,0,0
Bulgaria,2010,0.485,0.1849,0.0128,0,0,0,0.0151,0.2378,0.0503,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0,7760000.229,4869999.886,-23549999.24,4590000.153,1779999.971,3730000.019,7940000.057,30850000.38,1620000.005,1110000.014,460000.0083,810000.0024,73.05917358,7.61609602,53.5228157,12.40649033,1.0002,0,0
Bulgaria,2011,0.5108,0.187,0.0143,0,0,0,0.0136,0.2157,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0.0158,0,0,0,7940000.057,5519999.981,-12100000.38,4570000.172,1820000.052,3640000.105,8109999.657,35479999.54,1840000.033,1370000.005,509999.9905,750000,75.81112671,4.849966526,58.5664444,7.746520519,1.0001,0,0
Bulgaria,2012,0.4542,0.1934,0.0121,0,0,0,0.0171,0.2562,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0.0154,0,0,0,8210000.038,4719999.79,-12109999.66,4400000.095,1980000.019,3299999.952,8409999.847,30760000.23,1809999.943,1220000.029,500000,699999.9881,73.17679596,6.869960785,53.77252579,11.2552557,1,0,0
Bulgaria,2013,0.4084,0.1842,0.0115,0.0295,0.0131,0.0008,0.0169,0.2492,0.0486,0.0012,0.0174,0.0034,0,0,0,0,0,0,0,0,0,0.0147,0,0.001,0,7269999.981,4980000.019,-12109999.66,4420000.076,2029999.971,3309999.943,7449999.809,26670000.08,1549999.952,1070000.052,460000.0083,769999.9809,70.98318481,9.59291935,50.15530396,15.82019234,0.9989,0.001,7278.005787
Bulgaria,2014,0.3927,0.1875,0.0116,0.0293,0.0136,0.0008,0.0179,0.2586,0.0489,0.0013,0.0182,0.0035,0,0,0,0,0,0,0,0,0,0.015,0,0.0011,0,8130000.114,5139999.866,-12109999.66,4309999.943,2180000.067,3369999.886,8340000.153,28379999.16,1269999.981,1090000.033,469999.9988,769999.9809,70.28662872,9.543798447,49.82625961,15.56026459,0.9989,0.0011,8952.848259
Bulgaria,2015,0.377,0.1905,0.0118,0.0293,0.0143,0.0009,0.0188,0.2678,0.049,0.0013,0.0192,0.0036,0,0,0,0,0,0,0,0,0,0.0152,0,0.0011,0,8930000.305,5250000,-12109999.66,4170000.076,2490000.01,3690000.057,9159999.847,29430000.31,1409999.967,1169999.957,479999.9893,810000.0024,70.9257431,10.59503365,49.91061783,17.80731201,0.9987,0.0011,9835.786859
Canada,2004,0.0073,0.1436,0.8371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0013,0.0103,0,0,166389999.4,57080001.83,301869995.1,19959999.08,22590000.15,84279998.78,171110000.6,192729995.7,77900001.53,42279998.78,8100000.381,4710000.038,66.58513641,26.82792282,26.34452438,58.33860016,0.9996,0,0
Canada,2005,0.0073,0.1455,0.8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0021,0.0165,0,0,170619995.1,58830001.83,301559997.6,20219999.31,22149999.62,70089996.34,175389999.4,212600006.1,75989997.86,42459999.08,12789999.96,5420000.076,65.11379242,28.26547623,24.89488602,60.06571198,0.9995,0,0
Canada,2006,0.0072,0.1492,0.8232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0022,0.0176,0,0,169410003.7,55840000.15,301640014.6,20549999.24,20340000.15,67550003.05,174199996.9,211419998.2,71199996.95,45069999.69,13050000.19,4809999.943,65.34186554,27.61646843,23.74082756,59.87908554,0.9994,0,0
Canada,2007,0.0071,0.1531,0.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0001,0,0,0,0.0023,0.0185,0,0,175759994.5,58400001.53,301399993.9,20159999.85,19940000.53,68309997.56,180880004.9,229279998.8,76029998.78,45939998.63,13840000.15,4349999.905,65.87335205,27.69431496,25.04544449,59.86359787,0.9992,0,0
Canada,2008,0.0073,0.1598,0.8111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0003,0,0,0,0.0023,0.0183,0,0,174009994.5,56729999.54,301369995.1,18819999.69,20260000.23,65720001.22,179160003.7,213679992.7,75389999.39,44380001.07,14050000.19,4340000.153,64.76494598,28.59009171,23.0944767,61.29584885,0.9988,0,0
Canada,2009,0.007,0.1667,0.8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0005,0,0,0,0.0022,0.0183,0,0,169479995.7,54540000.92,301450012.2,18559999.47,17100000.38,58270000.46,174389999.4,202509994.5,73279998.78,42720001.22,11770000.46,4449999.809,64.34181213,29.20944977,22.19849014,62.61093521,0.9983,0,0
Canada,2010,0.007,0.1701,0.7994,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0013,0.0005,0,0,0,0.0023,0.0193,0,0,174679992.7,55220001.22,301630004.9,17670000.08,17360000.61,62580001.83,179910003.7,208529998.8,69160003.66,45409999.85,14130000.11,5659999.847,65.82457733,27.78968811,23.43243408,61.06664276,0.9981,0,0
Canada,2011,0.0091,0.1724,0.7935,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0015,0.0008,0,0,0,0.0024,0.0203,0,0,175059997.6,56830001.83,135479995.7,17639999.39,18040000.92,66699996.95,180440002.4,209690002.4,74339996.34,47090000.15,15739999.77,4800000.191,65.06040955,28.62636948,22.62409592,62.15093231,0.9977,0,0
Canada,2012,0.0113,0.1789,0.8018,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.002,0.0012,0,0,0,0.0005,0.0042,0,0,176779998.8,59139999.39,135860000.6,17360000.61,19209999.08,67709999.08,182210006.7,211119995.1,69050003.05,45450000.76,15409999.85,4380000.114,64.68305969,28.97691345,21.2475071,63.36940002,0.9967,0,0
Canada,2013,0.0105,0.1709,0.7438,0.0008,0.0121,0.0531,0,0,0,0,0,0,0,0,0,0.0002,0.0024,0.0014,0,0,0,0.0005,0.0039,0,0.0003,181690002.4,59279998.78,135789993.3,17399999.62,18760000.23,65760002.14,187229995.7,214169998.2,71819999.69,48110000.61,16149999.62,3910000.086,64.34945679,28.94182777,20.39068413,63.36449051,0.9956,0.0003,54747.89145
Canada,2014,0.0105,0.1745,0.7381,0.0008,0.0126,0.0537,0,0,0,0,0,0,0,0,0,0.0003,0.0029,0.0018,0,0,0.0001,0.0006,0.004,0,0.0003,180070007.3,58310001.37,135809997.6,17129999.16,18780000.69,65069999.69,185580001.8,216720001.2,75709999.08,51919998.17,17100000.38,3670000.076,64.95426941,28.14776039,20.59682655,62.88816452,0.9948,0.0004,72404.50636
Canada,2015,0.0105,0.178,0.7319,0.0008,0.0131,0.0545,0,0,0,0,0,0,0,0,0,0.0004,0.0036,0.0022,0,0,0.0001,0.0007,0.0039,0,0.0003,179820007.3,57509998.32,136740005.5,17459999.08,20090000.15,65620002.75,185300003.1,216880004.9,72099998.47,52110000.61,17420000.08,3309999.943,64.77046967,28.7641468,20.58839607,64.00883484,0.9934,0.0004,72405.88175
China,2004,0.076,0.0671,0.0443,0,0,0,0,0.0008,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0.8092,0.0001,0,0,371140014.6,679510009.8,-331119995.1,130789993.3,504420013.4,1506939941,381269989,2387600098,431359985.4,335649993.9,146410003.7,22909999.85,93.64506531,5.600940228,81.48718262,16.22221947,0.9999,0,0
China,2005,0.0807,0.0697,0.0453,0,0,0,0,0.0008,0.0023,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.801,0.0001,0,0,397309997.6,687280029.3,-331670013.4,122319999.7,552880004.9,1947500000,408309997.6,2565020020,442089996.3,379989990.2,161149993.9,26629999.16,93.75178528,5.55448103,81.70361328,16.17308044,1,0,0
China,2006,0.082,0.0742,0.0453,0,0,0,0,0.0007,0.0021,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.7954,0.0001,0,0,434809997.6,689390014.6,-331790008.5,128339996.3,632320007.3,2095760010,446640014.6,2912659912,459790008.5,415200012.2,166050003.1,30989999.77,93.77231598,5.577982426,82.49767303,15.58857441,0.9999,0,0
China,2007,0.0844,0.0841,0.0482,0,0,0,0,0.0007,0.002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.7803,0.0002,0,0,468579986.6,680840026.9,-331609985.4,134369995.1,698159973.1,2287540039,481109985.4,3186520020,468459991.5,452570007.3,166240005.5,34369998.93,93.60847473,5.718534946,82.84805298,15.25863838,1,0,0
China,2008,0.0774,0.1154,0.0478,0,0,0,0,0.0006,0.0018,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.7565,0.0002,0,0,507070007.3,693159973.1,-330470001.2,140389999.4,730000000,2423810059,521059997.6,3224169922,447339996.3,465119995.1,165919998.2,33610000.61,92.0225296,7.268667221,79.01824188,19.02527618,0.9999,0,0
China,2009,0.093,0.1131,0.0588,0,0,0,0,0.0007,0.0021,0,0,0,0,0.0004,0,0,0,0,0,0,0,0.7316,0.0002,0,0,517070007.3,694650024.4,-331470001.2,146410003.7,808640014.6,2616189941,531210022,3472679932,452480011,493410003.7,170899993.9,36229999.54,92.37325287,6.935531616,80.22835541,17.88586044,0.9999,0,0
China,2010,0.0996,0.1292,0.0654,0,0,0,0.0001,0.0008,0.0022,0,0,0,0.0001,0.0006,0,0,0,0,0,0,0,0.7019,0.0002,0,0,568780029.3,695409973.1,-331450012.2,152440002.4,885580017.1,2860189941,584090026.9,3850790039,473609985.4,541330017.1,175089996.3,43889999.39,91.69882965,7.615997791,79.06002808,18.69156075,1.0001,0,0
China,2011,0.109,0.1484,0.074,0,0,0,0.0001,0.0008,0.0023,0,0,0,0.0003,0.001,0,0,0,0,0,0,0,0.664,0.0001,0,0,621890014.6,689640014.6,-709710022,158460006.7,975359985.4,3021659912,638590026.9,4345310059,494730011,590940002.4,183500000,47409999.85,92.17908478,7.084204197,80.87731171,16.81272507,1,0,0
China,2012,0.1197,0.1708,0.0824,0,0,0,0.0001,0.0008,0.0023,0,0,0,0.0008,0.0015,0,0,0,0,0,0,0,0.6214,0.0001,0,0,686130004.9,691169982.9,-709799987.8,164479995.7,1002330017,3060510010,704190002.4,4472580078,508450012.2,589630004.9,192119995.1,47619998.93,90.68436432,8.522597313,77.58079529,20.0413208,0.9999,0,0
China,2013,0.1365,0.1995,0.0987,0.0092,0.0133,0.0065,0.0001,0.0008,0.0024,0,0.0001,0.0002,0.0012,0.0021,0,0,0,0,0,0,0,0.493,0.0001,0.0361,0,741090026.9,690840026.9,-709780029.3,169550003.1,1058979980,3090229980,760690002.4,4766220215,524690002.4,611700012.2,205130004.9,45090000.15,90.17904663,8.959421158,77.39415741,20.12991142,0.9637,0.0361,27761077.07
China,2014,0.1603,0.24,0.1218,0.011,0.0163,0.0082,0.0001,0.0008,0.0026,0,0.0001,0.0002,0.0017,0.003,0,0,0,0,0,0,0,0.4041,0.0001,0.0296,0,770349975.6,691799987.8,-709549987.8,174619995.1,1112430054,3096840088,790700012.2,4712490234,534140014.6,621210022,203800003.1,45029998.78,88.80853271,10.19733047,75.00026703,22.24944878,0.9703,0.0296,23500318.74
China,2015,0.1815,0.2787,0.1453,0.0128,0.0192,0.0099,0.0001,0.0008,0.0027,0,0.0001,0.0002,0.0023,0.0041,0,0,0.0001,0,0.0001,0,0,0.3185,0.0001,0.0234,0,828460022,699130004.9,-709609985.4,179679992.7,1078979980,3012110107,850570007.3,4616439941,561830017.1,610830017.1,208899993.9,53689998.63,87.95730591,10.78749847,72.62361908,23.96835709,0.9763,0.0235,19941422.22
Colombia,2004,0.0802,0.3827,0.497,0,0,0,0,0.0109,0.001,0,0,0,0,0,0.0105,0,0,0,0,0,0,0.011,0.0068,0,0,20239999.77,62349998.47,81260002.14,12649999.62,5650000.095,13640000.34,20809999.47,12229999.54,4929999.828,8930000.305,1679999.948,3069999.933,65.49454498,34.50545502,16.51232529,72.17315674,1.0001,0,0
Colombia,2005,0.0786,0.3777,0.5001,0,0,0,0,0.0106,0.0015,0,0,0,0,0,0.0108,0,0,0.0002,0,0,0,0.0129,0.0076,0,0,19850000.38,62919998.17,80559997.56,12869999.89,6380000.114,14380000.11,20399999.62,12800000.19,5090000.153,8789999.962,1639999.986,3019999.981,64.9464798,35.05353165,17.3890934,71.17165375,0.9998,0,0
Colombia,2006,0.0763,0.371,0.5051,0,0,0,0,0.0103,0.0021,0,0,0,0,0,0.0113,0,0,0.0008,0,0,0,0.015,0.0081,0,0,20809999.47,63020000.46,80639999.39,13210000.04,6690000.057,13199999.81,21399999.62,12199999.81,5940000.057,9010000.229,1720000.029,3539999.962,65.85727692,34.14271927,17.18419075,73.03806305,0.9992,0,0
Colombia,2007,0.0738,0.3646,0.5111,0,0,0,0,0.0098,0.0028,0,0,0,0,0,0.012,0,0.0001,0.0014,0,0,0,0.0164,0.0081,0,0,21229999.54,65589996.34,81129997.25,13539999.96,7420000.076,13609999.66,21799999.24,12399999.62,5969999.79,9270000.458,1730000.019,3230000.019,64.81723785,35.18276215,16.42424011,74.02310944,0.9986,0,0
Colombia,2008,0.0714,0.3577,0.5166,0,0,0,0,0.0092,0.0035,0,0,0,0,0,0.0123,0,0.0001,0.0019,0,0,0,0.0186,0.0087,0,0,21450000.76,64819999.69,80690002.44,13869999.89,7630000.114,15539999.96,22090000.15,10920000.08,5880000.114,9829999.924,1909999.967,3529999.971,66.05859375,33.94141006,14.32210922,76.13064575,0.998,0,0
Colombia,2009,0.0699,0.3515,0.5225,0,0,0,0,0.0086,0.0041,0,0,0,0,0,0.0126,0,0.0002,0.0023,0,0,0,0.0187,0.0096,0,0,19870000.84,64699996.95,80610000.61,14210000.04,7440000.057,13109999.66,20440000.53,17000000,5590000.153,10890000.34,2799999.952,3650000.095,68.62224579,31.37774467,23.45567131,66.31269836,0.9975,0,0
Colombia,2010,0.07,0.3462,0.5288,0,0,0,0,0.0082,0.0046,0,0,0,0,0,0.0127,0,0.0002,0.0027,0,0,0,0.0181,0.0085,0,0,20270000.46,66089996.34,80599998.47,14539999.96,7860000.134,13579999.92,20889999.39,17420000.08,5530000.21,12369999.89,2859999.895,4449999.809,69.90796661,30.0920372,24.75919724,64.49765015,0.9971,0,0
Colombia,2011,0.0743,0.3385,0.5295,0,0,0,0,0.0082,0.0052,0,0,0,0,0,0.0126,0,0.0003,0.003,0,0,0,0.0191,0.0094,0,0,24479999.54,62159999.85,56590000.15,14869999.89,8770000.458,16809999.47,25219999.31,13590000.15,6000000,14260000.23,3400000.095,4880000.114,65.48432159,34.51567459,15.28239536,75.34952545,0.9968,0,0
Colombia,2012,0.0808,0.3325,0.5236,0,0,0,0,0.0092,0.0055,0,0,0,0,0,0.0124,0,0.0003,0.0032,0,0,0,0.0211,0.0114,0,0,25860000.61,58930000.31,56599998.47,15199999.81,9600000.381,13430000.31,26639999.39,15210000.04,5909999.847,15359999.66,3650000.095,6789999.962,68.25386047,31.7461338,18.57811165,72.52939606,0.9965,0,0
Colombia,2013,0.0814,0.3042,0.4868,0.0056,0.0216,0.0343,0,0.0091,0.0055,0,0.0006,0.0004,0,0,0.012,0,0.0004,0.0034,0,0,0,0.0214,0.011,0.0015,0.0008,24450000.76,56819999.69,56630001.07,15529999.73,9710000.038,16290000.92,25260000.23,18760000.23,5610000.134,15810000.42,7119999.886,4019999.981,70.61489105,29.38510704,31.02214813,65.54875183,0.9939,0.0023,56580.14061
Colombia,2014,0.0876,0.2977,0.484,0.0061,0.0211,0.0341,0,0.0096,0.0059,0,0.0007,0.0004,0,0,0.0117,0,0.0004,0.0036,0,0,0,0.0232,0.0114,0.0016,0.0008,25440000.53,57159999.85,56790000.92,15859999.66,10569999.69,15850000.38,26280000.69,19540000.92,5820000.172,15859999.66,7420000.076,4360000.134,71.63531494,28.36468506,28.97689247,63.97613525,0.9935,0.0024,61455.46178
Colombia,2015,0.0941,0.291,0.4808,0.0065,0.0208,0.034,0,0.0102,0.0064,0,0.0007,0.0004,0,0,0.0114,0,0.0005,0.0039,0,0,0,0.0251,0.0117,0.0017,0.0008,27569999.69,56459999.08,56799999.24,16190000.53,11260000.23,13550000.19,28469999.31,21579999.92,5559999.943,15640000.34,6510000.229,5019999.981,71.9783783,28.02161789,36.33562088,62.07870483,0.9931,0.0025,69403.88605
Croatia,2004,0.4699,0.1985,0.0173,0,0,0,0.013,0.2281,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0099,0,0,5250000,3390000.105,-829999.9833,1350000.024,2730000.019,3430000.067,5380000.114,7099999.905,3559999.943,259999.9905,709999.9785,289999.9917,80.10092163,19.89908218,44.74624634,54.56040192,1.0001,0,0
Croatia,2005,0.452,0.1954,0.0174,0,0,0,0.0139,0.242,0.0348,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.0105,0,0,5429999.828,3220000.029,-829999.9833,1340000.033,2500000,3529999.971,5570000.172,7119999.886,3589999.914,259999.9905,720000.0286,340000.0036,81.49786377,18.50213242,45.58577728,53.63926697,1,0,0
Croatia,2006,0.435,0.191,0.0172,0,0,0,0.0146,0.2507,0.0371,0,0,0,0.0045,0.002,0.0002,0,0,0,0,0,0,0.0367,0.011,0,0,5780000.21,3690000.057,-829999.9833,1440000.057,2619999.886,3670000.076,5929999.828,6920000.076,3309999.943,280000.0012,730000.0191,330000.0131,82.47590637,17.52408981,48.05702591,50.94657898,1,0,0
Croatia,2007,0.4195,0.1802,0.0157,0,0,0,0.0157,0.2581,0.044,0,0,0,0.0103,0.0044,0.0004,0,0,0,0,0,0,0.0404,0.0114,0,0,6210000.038,3720000.029,-829999.9833,1529999.971,2740000.01,3680000.067,6369999.886,8039999.962,3000000,289999.9917,709999.9785,349999.994,87.60608673,12.36552715,61.3738327,37.3121376,1.0001,0,0
Croatia,2008,0.41,0.1752,0.0152,0,0,0,0.0152,0.2579,0.0462,0,0,0,0.0162,0.0069,0.0006,0,0,0,0,0,0,0.0414,0.0152,0,0,6139999.866,3950000.048,-829999.9833,1620000.005,2670000.076,3700000.048,6300000.191,6940000.057,3049999.952,280000.0012,759999.9905,389999.9857,84.73545074,15.22648048,53.83600616,45.31843948,1,0,0
Croatia,2009,0.4031,0.1719,0.0147,0,0,0,0.0153,0.2618,0.0477,0,0,0,0.0192,0.0082,0.0007,0,0,0,0,0,0,0.0419,0.0156,0,0,6110000.134,2880000.114,-829999.9833,1669999.957,2230000.019,3009999.99,6260000.229,6519999.981,3119999.886,270000.0107,750000,289999.9917,80.27059937,19.64387703,43.62690735,55.65229797,1.0001,0,0
Croatia,2010,0.3993,0.1689,0.0143,0,0,0,0.0155,0.2682,0.0491,0,0,0,0.02,0.0085,0.0007,0,0,0,0,0,0,0.0401,0.0155,0,0,5869999.886,2920000.076,-829999.9833,1690000.057,2400000.095,2849999.905,6019999.981,6039999.962,3240000.01,270000.0107,720000.0286,319999.9928,76.14962006,23.85037422,36.84069061,62.39442062,1.0001,0,0
Croatia,2011,0.3946,0.1656,0.0143,0,0,0,0.0162,0.2739,0.0504,0,0,0,0.0205,0.0086,0.0007,0,0,0,0,0,0,0.0392,0.0159,0,0,5760000.229,3059999.943,-1480000.019,1730000.019,2279999.971,2640000.105,5900000.095,6320000.172,2960000.038,250000,740000.0095,389999.9857,84.48490143,15.47261429,52.3168869,46.50502777,0.9999,0,0
Croatia,2012,0.3844,0.1594,0.0131,0,0,0,0.0169,0.2898,0.0521,0,0,0,0.0222,0.0092,0.0008,0,0,0,0,0,0,0.0364,0.0157,0,0,5550000.191,2859999.895,-1500000,1700000.048,2140000.105,2299999.952,5690000.057,5599999.905,2700000.048,219999.9988,680000.0072,349999.994,83.10461426,16.51966476,49.55834198,48.92607498,1,0,0
Croatia,2013,0.3464,0.145,0.0118,0.0252,0.0104,0.0009,0.0168,0.2851,0.051,0.0012,0.0198,0.0036,0.0235,0.01,0.0008,0,0,0,0,0,0,0.0306,0.0146,0.0023,0.0011,5630000.114,2589999.914,-1500000,1690000.057,1840000.033,2279999.971,5769999.981,5199999.809,2559999.943,200000.003,660000.0262,379999.9952,73.24543762,26.37366104,33.23370361,66.00693512,0.9967,0.0034,19205.37814
Croatia,2014,0.3335,0.141,0.0114,0.0252,0.0104,0.0008,0.0177,0.299,0.0532,0.0012,0.0208,0.0038,0.0247,0.0109,0.0008,0,0,0,0,0,0,0.0275,0.0145,0.0022,0.0011,5579999.924,2589999.914,-1500000,1730000.019,1929999.948,2230000.019,5710000.038,4690000.057,2250000,189999.9976,670000.0167,379999.9952,71.52158356,28.12147713,25.82263565,73.31414795,0.9964,0.0033,18480.52965
