Year,Month,Make,Model,Quantity,Type of engine
2013,8,Volvo ,Volvo V70,141,gas
2013,8,Audi ,Audi A4,135,gas
2013,8,Honda ,Honda CR-V,121,gas
2013,8,Volvo ,Volvo V60,109,gas
2013,9,Tesla ,Tesla Model S,616,EV/Hybrid
2013,9,Volkswagen ,Volkswagen Golf,561,gas
2013,9,Toyota ,Toyota Auris,511,gas
2013,9,Skoda ,Skoda Octavia,444,gas
2013,9,Mazda ,Mazda CX-5,421,gas
2013,9,Volvo ,Volvo V40,373,gas
2013,9,Nissan ,Nissan Leaf,349,EV/Hybrid
2013,9,Toyota ,Toyota Rav4,312,gas
2013,9,Toyota ,Toyota Yaris,297,gas
2013,9,Volkswagen ,Volkswagen Tiguan,294,gas
2013,9,Volvo ,Volvo V70,272,gas
2013,9,Ford ,Ford Focus,251,gas
2013,9,Volkswagen ,Volkswagen Passat,250,gas
2013,9,Volvo ,Volvo XC60,214,gas
2013,9,BMW ,BMW 3-serie,213,gas
2013,9,Volvo ,Volvo V60,200,gas
2013,9,Audi ,Audi A3,196,gas
2013,9,Kia ,Kia Sportage,196,gas
2013,9,Toyota ,Toyota Avensis,188,gas
2013,9,Nissan ,Nissan Qashqai,183,gas
2013,9,Mitsubishi ,Mitsubishi Outlander,165,gas
2013,9,Audi ,Audi A4,148,gas
2013,9,Peugeot ,Peugeot 208,143,gas
2013,9,Volkswagen ,Volkswagen Polo,139,gas
2013,9,BMW ,BMW X3,138,gas
2013,9,Ford ,Ford Mondeo,133,gas
2013,9,Suzuki ,Suzuki SX4,132,gas
2013,9,BMW ,BMW 1-serie,131,gas
2013,9,Toyota ,Toyota Prius,118,EV/Hybrid
2013,9,Hyundai ,Hyundai i20,112,gas
2013,9,Mercedes-Benz ,Mercedes-Benz A-klasse,107,gas
2013,10,Nissan ,Nissan Leaf,716,EV/Hybrid
2013,10,Toyota ,Toyota Auris,679,gas
2013,10,Volkswagen ,Volkswagen Golf,646,gas
2013,10,Skoda ,Skoda Octavia,540,gas
2013,10,Toyota ,Toyota Yaris,446,gas
2013,10,Volvo ,Volvo V40,319,gas
2013,10,Toyota ,Toyota Rav4,300,gas
2013,10,Mazda ,Mazda CX-5,299,gas
2013,10,Volvo ,Volvo V70,291,gas
2013,10,Ford ,Ford Focus,257,gas
2013,10,Nissan ,Nissan Qashqai,240,gas
2013,10,Volkswagen ,Volkswagen Passat,239,gas
2013,10,Volkswagen ,Volkswagen Tiguan,223,gas
2013,10,Volvo ,Volvo V60,221,gas
2013,10,Audi ,Audi A3,202,gas
2013,10,Mitsubishi ,Mitsubishi Outlander,177,gas
2013,10,Toyota ,Toyota Avensis,176,gas
2013,10,Audi ,Audi A4,170,gas
2013,10,Mercedes-Benz ,Mercedes-Benz A-klasse,121,gas
2013,10,BMW ,BMW 3-serie,114,gas
2013,11,Volkswagen ,Volkswagen Golf,666,gas
2013,11,Toyota ,Toyota Auris,525,gas
2013,11,Skoda ,Skoda Octavia,524,gas
2013,11,Nissan ,Nissan Leaf,512,EV/Hybrid
2013,11,Toyota ,Toyota Yaris,383,gas
2013,11,Volvo ,Volvo V70,306,gas
2013,11,Volvo ,Volvo V40,260,gas
2013,11,Toyota ,Toyota Rav4,259,gas
2013,11,Mazda ,Mazda CX-5,250,gas
2013,11,Volkswagen ,Volkswagen Passat,243,gas
2013,11,Volvo ,Volvo V60,220,gas
2013,11,Ford ,Ford Focus,203,gas
2013,11,Volkswagen ,Volkswagen Tiguan,181,gas
2013,11,Mercedes-Benz ,Mercedes-Benz A-klasse,151,gas
2013,11,Audi ,Audi A3,147,gas
2013,11,Mitsubishi ,Mitsubishi Outlander,145,gas
2013,11,BMW ,BMW 3-serie,141,gas
2013,11,Nissan ,Nissan Qashqai,131,gas
2013,11,Audi ,Audi A4,122,gas
2013,11,Toyota ,Toyota Avensis,102,gas
2013,12,Tesla ,Tesla Model S,553,EV/Hybrid
2013,12,Volvo ,Volvo V40,542,gas
2013,12,Volvo ,Volvo V70,542,gas
2013,12,Skoda ,Skoda Octavia,510,gas
2013,12,Volkswagen ,Volkswagen Golf,461,gas
2013,12,Volvo ,Volvo V60,416,gas
2013,12,Volkswagen ,Volkswagen up!,368,gas
2013,12,Volvo ,Volvo XC60,350,gas
2013,12,Nissan ,Nissan Leaf,337,EV/Hybrid
2013,12,Toyota ,Toyota Auris,311,gas
2013,12,Mercedes-Benz ,Mercedes-Benz A-klasse,215,gas
2013,12,Toyota ,Toyota Yaris,211,gas
2013,12,Suzuki ,Suzuki SX4,211,gas
2013,12,Volkswagen ,Volkswagen Tiguan,202,gas
2013,12,Mazda ,Mazda CX-5,187,gas
2013,12,Toyota ,Toyota RAV4,185,gas
2013,12,Ford ,Ford Focus,179,gas
2013,12,Volkswagen ,Volkswagen Passat,179,gas
2013,12,Honda ,Honda CR-V,178,gas
2013,12,Ford ,Ford Kuga,174,gas
2013,12,Audi ,Audi A3,170,gas
2013,12,Opel ,Opel Mokka,155,gas
2013,12,Mitsubishi ,Mitsubishi ASX,155,gas
2013,12,Kia ,Kia Sportage,154,gas
2013,12,Mitsubishi ,Mitsubishi Outlander,150,gas
2013,12,Subaru ,Subaru Forester,134,gas
2013,12,Volkswagen ,Volkswagen Polo,132,gas
2013,12,Ford ,Ford Mondeo,117,gas
2013,12,Ford ,Ford Fiesta,111,gas
2013,12,Mercedes-Benz ,Mercedes-Benz E-klasse,106,gas
2013,12,Audi ,Audi A4,103,gas
2013,12,Ford ,Ford S-Max,101,gas
2013,12,BMW ,BMW 3-serie,97,gas
2013,12,Nissan ,Nissan Qashqai,96,gas
2013,12,Mercedes-Benz ,Mercedes-Benz B-klasse,86,gas
2013,12,BMW ,BMW X3,83,gas
2013,12,BMW ,BMW 1-serie,83,gas
2013,12,Opel ,Opel Insignia,78,EV/Hybrid
2013,12,Peugeot ,Peugeot 2008,72,gas
2013,12,Hyundai ,Hyundai ix35,70,gas
2013,12,BMW ,BMW X1,65,gas
2013,12,Skoda ,Skoda Yeti,65,gas
2013,12,Skoda ,Skoda Superb,64,gas
2013,12,Mercedes-Benz ,Mercedes-Benz GLK,64,gas
2013,12,Mercedes-Benz ,Mercedes-Benz C-klasse,63,gas
2013,12,Skoda ,Skoda Rapid,63,gas
2013,12,Mercedes-Benz ,Mercedes-Benz CLA,61,gas
2013,12,Kia ,Kia cee'd,59,gas
2013,12,Audi ,Audi Q3,59,gas
2013,12,Toyota ,Toyota Avensis,58,gas
2014,1,Nissan ,Nissan Leaf,650,EV/Hybrid
2014,1,Toyota ,Toyota Auris,563,gas
2014,1,Volkswagen ,Volkswagen Golf,465,gas
2014,1,Mazda ,Mazda CX-5,406,gas
2014,1,Skoda ,Skoda Octavia,378,gas
2014,1,Toyota ,Toyota Yaris,351,gas
2014,1,Suzuki ,Suzuki SX4,314,gas
2014,1,Toyota ,Toyota Rav4,282,gas
2014,1,BMW ,BMW 3-serie,235,gas
2014,1,Volkswagen ,Volkswagen Tiguan,231,gas
2014,1,Volkswagen ,Volkswagen up!,218,gas
2014,1,Volkswagen ,Volkswagen Passat,207,gas
2014,1,BMW ,BMW X3,186,gas
2014,1,Peugeot ,Peugeot 2008,183,gas
2014,1,Mitsubishi ,Mitsubishi Outlander,174,gas
2014,1,Volvo ,Volvo XC60,174,gas
2014,1,Volvo ,Volvo V70,166,gas
2014,1,Peugeot ,Peugeot 308,160,gas
2014,1,Ford ,Ford Kuga,152,gas
2014,1,Audi ,Audi A3,151,gas
2014,2,Volkswagen ,Volkswagen Golf,488,gas
2014,2,Nissan ,Nissan Leaf,484,EV/Hybrid
2014,2,Toyota ,Toyota Auris,453,gas
2014,2,Tesla ,Tesla Model S,431,EV/Hybrid
2014,2,Toyota ,Toyota Rav4,342,gas
2014,2,Toyota ,Toyota Yaris,314,gas
2014,2,Skoda ,Skoda Octavia,308,gas
2014,2,Nissan ,Nissan Qashqai,292,gas
2014,2,Volkswagen ,Volkswagen up!,265,gas
2014,2,Mitsubishi ,Mitsubishi Outlander,238,gas
2014,2,Mazda ,Mazda CX-5,214,gas
2014,2,Volkswagen ,Volkswagen Passat,211,gas
2014,2,Suzuki ,Suzuki SX4,209,gas
2014,2,Volvo ,Volvo V40,209,gas
2014,2,Volkswagen ,Volkswagen Tiguan,194,gas
2014,2,Volvo ,Volvo V70,194,gas
2014,2,Peugeot ,Peugeot 2008,184,gas
2014,2,BMW ,BMW 3-serie,182,gas
2014,2,Volvo ,Volvo XC60,163,gas
2014,2,BMW ,BMW X3,147,gas
2014,3,Tesla ,Tesla Model S,1493,EV/Hybrid
2014,3,Volkswagen ,Volkswagen Golf,624,gas
2014,3,Toyota ,Toyota Auris,472,gas
2014,3,Volkswagen ,Volkswagen up!,444,gas
2014,3,Nissan ,Nissan Leaf,425,EV/Hybrid
2014,3,Nissan ,Nissan Qashqai,403,gas
2014,3,Mazda ,Mazda CX-5,389,gas
2014,3,Toyota ,Toyota Rav4,369,gas
2014,3,Mitsubishi ,Mitsubishi Outlander,341,gas
2014,3,BMW ,BMW i3,336,EV/Hybrid
2014,3,Toyota ,Toyota Yaris,304,gas
2014,3,Skoda ,Skoda Octavia,301,gas
2014,3,Volvo ,Volvo V40,267,gas
2014,3,Volvo ,Volvo V70,233,gas
2014,3,Volvo ,Volvo XC60,223,gas
2014,3,BMW ,BMW 3-serie,220,gas
2014,3,Audi ,Audi A3,201,gas
2014,3,Volkswagen ,Volkswagen Tiguan,193,gas
2014,3,Volkswagen ,Volkswagen Passat,190,gas
2014,3,Suzuki ,Suzuki SX4,168,gas
2014,4,Volkswagen ,Volkswagen Golf,766,gas
2014,4,Nissan ,Nissan Leaf,451,EV/Hybrid
2014,4,Toyota ,Toyota Auris,418,gas
2014,4,Skoda ,Skoda Octavia,398,gas
2014,4,Volkswagen ,Volkswagen up!,348,gas
2014,4,Nissan ,Nissan Qashqai,334,gas
2014,4,Mitsubishi ,Mitsubishi Outlander,311,gas
2014,4,Volkswagen ,Volkswagen Passat,290,gas
2014,4,Volkswagen ,Volkswagen Tiguan,278,gas
2014,4,Toyota ,Toyota Rav4,274,gas
2014,4,Toyota ,Toyota Yaris,268,gas
2014,4,Ford ,Ford Focus,266,gas
2014,4,Volvo ,Volvo V40,258,gas
2014,4,Audi ,Audi A3,240,gas
2014,4,BMW ,BMW i3,236,EV/Hybrid
2014,4,Mazda ,Mazda CX-5,229,gas
2014,4,Volvo ,Volvo V70,220,gas
2014,4,BMW ,BMW 3-serie,216,gas
2014,4,Tesla ,Tesla Model S,171,EV/Hybrid
2014,4,Suzuki ,Suzuki SX4,165,gas
2014,5,Volkswagen ,Volkswagen Golf,565,gas
2014,5,Volkswagen ,Volkswagen up!,465,gas
2014,5,Skoda ,Skoda Octavia,412,gas
2014,5,Toyota ,Toyota Auris,408,gas
2014,5,Toyota ,Toyota Yaris,378,gas
2014,5,Tesla ,Tesla Model S,371,EV/Hybrid
2014,5,Mazda ,Mazda CX-5,366,gas
2014,5,Nissan ,Nissan Qashqai,358,gas
2014,5,Toyota ,Toyota Rav4,348,gas
2014,5,Nissan ,Nissan Leaf,342,EV/Hybrid
2014,5,Volvo ,Volvo V40,327,gas
2014,5,Mitsubishi ,Mitsubishi Outlander,248,gas
2014,5,Audi ,Audi A3,219,gas
2014,5,Volkswagen ,Volkswagen Passat,206,gas
2014,5,Volvo ,Volvo V70,192,gas
2014,5,Volkswagen ,Volkswagen Tiguan,188,gas
2014,5,BMW ,BMW 3-serie,165,gas
2014,5,Suzuki ,Suzuki SX4,163,gas
2014,5,Ford ,Ford Focus,159,gas
2014,5,BMW ,BMW i3,131,EV/Hybrid
2014,6,Volkswagen ,Volkswagen Golf,723,gas
2014,6,Tesla ,Tesla Model S,536,EV/Hybrid
2014,6,Toyota ,Toyota Auris,399,gas
2014,6,Skoda ,Skoda Octavia,381,gas
2014,6,Toyota ,Toyota Yaris,331,gas
2014,6,Nissan ,Nissan Leaf,313,EV/Hybrid
2014,6,Toyota ,Toyota Rav4,308,gas
2014,6,Mazda ,Mazda CX-5,283,gas
2014,6,Volvo ,Volvo V40,275,gas
2014,6,Volkswagen ,Volkswagen up!,251,gas
2014,6,Ford ,Ford Focus,239,gas
2014,6,Mitsubishi ,Mitsubishi Outlander,211,gas
2014,6,Nissan ,Nissan Qashqai,208,gas
2014,6,Audi ,Audi A3,196,gas
2014,6,Volkswagen ,Volkswagen Passat,195,gas
2014,6,Volvo ,Volvo V70,193,gas
2014,6,BMW ,BMW i3,146,EV/Hybrid
2014,6,Volkswagen ,Volkswagen Tiguan,138,gas
2014,6,Suzuki ,Suzuki SX4,135,gas
2014,6,BMW ,BMW 3-serie,123,gas
2014,7,Volkswagen ,Volkswagen Golf,1136,gas
2014,7,Toyota ,Toyota Auris,456,gas
2014,7,Volkswagen ,Volkswagen up!,338,gas
2014,7,Skoda ,Skoda Octavia,336,gas
2014,7,Mazda ,Mazda CX-5,323,gas
2014,7,Toyota ,Toyota Rav4,319,gas
2014,7,Nissan ,Nissan Leaf,313,EV/Hybrid
2014,7,Volvo ,Volvo V40,304,gas
2014,7,Toyota ,Toyota Yaris,289,gas
2014,7,Nissan ,Nissan Qashqai,259,gas
2014,7,Volvo ,Volvo V70,252,gas
2014,7,Audi ,Audi A3,222,gas
2014,7,Volkswagen ,Volkswagen Tiguan,218,gas
2014,7,Mitsubishi ,Mitsubishi Outlander,217,gas
2014,7,Volkswagen ,Volkswagen Passat,188,gas
2014,7,Suzuki ,Suzuki SX4,174,gas
2014,7,Ford ,Ford Focus,150,gas
2014,7,BMW ,BMW 3-serie,141,gas
2014,7,BMW ,BMW i3,124,EV/Hybrid
2014,7,Tesla ,Tesla Model S,114,EV/Hybrid
2014,8,Volkswagen ,Volkswagen Golf,1075,gas
2014,8,Toyota ,Toyota Auris,461,gas
2014,8,Nissan ,Nissan Leaf,400,EV/Hybrid
2014,8,Volkswagen ,Volkswagen up!,364,gas
2014,8,Mazda ,Mazda CX-5,360,gas
2014,8,Skoda ,Skoda Octavia,354,gas
2014,8,Toyota ,Toyota Rav4,301,gas
2014,8,Mitsubishi ,Mitsubishi Outlander,280,gas
2014,8,Toyota ,Toyota Yaris,204,gas
2014,8,BMW ,BMW i3,202,EV/Hybrid
2014,8,Audi ,Audi A3,200,gas
2014,8,Nissan ,Nissan Qashqai,199,gas
2014,8,Volvo ,Volvo V70,197,gas
2014,8,Tesla ,Tesla Model S,183,EV/Hybrid
2014,8,Volvo ,Volvo V40,176,gas
2014,8,Volkswagen ,Volkswagen Passat,169,gas
2014,8,Volkswagen ,Volkswagen Tiguan,167,gas
2014,8,Ford ,Ford Focus,144,gas
2014,8,Suzuki ,Suzuki SX4,142,gas
2014,8,BMW ,BMW 3-serie,139,gas
2014,9,Volkswagen ,Volkswagen Golf,939,gas
2014,9,Toyota ,Toyota Auris,537,gas
2014,9,Nissan ,Nissan Leaf,367,EV/Hybrid
2014,9,Mazda ,Mazda CX-5,361,gas
2014,9,Mitsubishi ,Mitsubishi Outlander,346,gas
2014,9,Toyota ,Toyota Yaris,339,gas
2014,9,Skoda ,Skoda Octavia,323,gas
2014,9,Toyota ,Toyota Rav4,294,gas
2014,9,Volkswagen ,Volkswagen up!,289,gas
2014,9,Volvo ,Volvo V40,272,gas
2014,9,Volvo ,Volvo V70,266,gas
2014,9,Suzuki ,Suzuki SX4,196,gas
2014,9,Nissan ,Nissan Qashqai,189,gas
2014,9,Ford ,Ford Focus,161,gas
2014,9,BMW ,BMW i3,149,EV/Hybrid
2014,9,Audi ,Audi A3,146,gas
2014,9,Volkswagen ,Volkswagen Passat,143,gas
2014,9,BMW ,BMW 3-serie,108,gas
2014,9,Tesla ,Tesla Model S,104,EV/Hybrid
2014,9,Volkswagen ,Volkswagen Tiguan,99,gas
2014,10,Volkswagen ,Volkswagen Golf,1038,gas
2014,10,Skoda ,Skoda Octavia,483,gas
2014,10,Toyota ,Toyota Auris,480,gas
2014,10,Toyota ,Toyota Yaris,440,gas
2014,10,Nissan ,Nissan Leaf,372,EV/Hybrid
2014,10,Volvo ,Volvo V70,343,gas
2014,10,Volvo ,Volvo V40,337,gas
2014,10,Mazda ,Mazda CX-5,331,gas
2014,10,Volkswagen ,Volkswagen up!,326,gas
2014,10,Nissan ,Nissan Qashqai,296,gas
2014,10,Toyota ,Toyota Rav4,279,gas
2014,10,Peugeot ,Peugeot 308,260,gas
2014,10,Mitsubishi ,Mitsubishi Outlander,229,gas
2014,10,Volkswagen ,Volkswagen Tiguan,227,gas
2014,10,Audi ,Audi A3,221,gas
2014,10,Suzuki ,Suzuki SX4,208,gas
2014,10,Volkswagen ,Volkswagen Passat,169,gas
2014,10,Ford ,Ford Focus,139,gas
2014,10,BMW ,BMW i3,130,EV/Hybrid
2014,10,Tesla ,Tesla Model S,36,EV/Hybrid
2014,11,Volkswagen ,Volkswagen Golf,870,gas
2014,11,Toyota ,Toyota Auris,381,gas
2014,11,Mazda ,Mazda CX-5,368,gas
2014,11,Skoda ,Skoda Octavia,361,gas
2014,11,Toyota ,Toyota Yaris,361,gas
2014,11,Nissan ,Nissan Leaf,311,EV/Hybrid
2014,11,Toyota ,Toyota Rav4,294,gas
2014,11,Volvo ,Volvo V40,287,gas
2014,11,Volkswagen ,Volkswagen up!,283,gas
2014,11,Volvo ,Volvo V70,283,gas
2014,11,Mitsubishi ,Mitsubishi Outlander,230,gas
2014,11,Ford ,Ford Focus,219,gas
2014,11,Volvo ,Volvo XC60,215,gas
2014,11,Volkswagen ,Volkswagen Tiguan,212,gas
2014,11,Tesla ,Tesla Model S,202,EV/Hybrid
2014,11,Nissan ,Nissan Qashqai,191,gas
2014,11,Volkswagen ,Volkswagen Passat,167,gas
2014,11,Audi ,Audi A3,157,gas
2014,11,BMW ,BMW i3,156,EV/Hybrid
2014,11,Suzuki ,Suzuki SX4,150,gas
2014,12,Volkswagen ,Volkswagen Golf,990,gas
2014,12,Volvo ,Volvo V70,562,gas
2014,12,Volvo ,Volvo V40,535,gas
2014,12,Volvo ,Volvo XC60,524,gas
2014,12,Skoda ,Skoda Octavia,392,gas
2014,12,Toyota ,Toyota Auris,357,gas
2014,12,Nissan ,Nissan Leaf,353,EV/Hybrid
2014,12,Volkswagen ,Volkswagen Passat,324,gas
2014,12,Toyota ,Toyota Yaris,312,gas
2014,12,Tesla ,Tesla Model S,267,EV/Hybrid
2014,12,Mazda ,Mazda CX-5,216,gas
2014,12,Volkswagen ,Volkswagen up!,216,gas
2014,12,Peugeot ,Peugeot 308,206,gas
2014,12,Audi ,Audi A3,205,gas
2014,12,Toyota ,Toyota Rav4,204,gas
2014,12,Volkswagen ,Volkswagen Tiguan,195,gas
2014,12,Ford ,Ford Focus,190,gas
2014,12,Mitsubishi ,Mitsubishi Outlander,163,gas
2014,12,Nissan ,Nissan Qashqai,146,gas
2014,12,Suzuki ,Suzuki SX4,121,gas
2015,1,Volkswagen ,Volkswagen Golf,1313,gas
2015,1,Volkswagen ,Volkswagen Golf,1199,gas
2015,1,Toyota ,Toyota Rav4,535,gas
2015,1,Toyota ,Toyota Yaris,328,gas
2015,1,Mitsubishi ,Mitsubishi Outlander,326,gas
2015,1,Nissan ,Nissan Qashqai,315,gas
2015,1,Toyota ,Toyota Auris,313,gas
2015,1,Nissan ,Nissan Leaf,309,EV/Hybrid
2015,1,Skoda ,Skoda Octavia,289,gas
2015,1,Volkswagen ,Volkswagen Passat,254,gas
2015,1,Mazda ,Mazda CX-5,252,gas
2015,1,Hyundai ,Hyundai i20,217,gas
2015,1,Volkswagen ,Volkswagen up!,194,gas
2015,1,Mercedes-Benz ,Mercedes-Benz C-klasse,178,gas
2015,1,Suzuki ,Suzuki SX4,170,gas
2015,1,Ford ,Ford Kuga,147,gas
2015,1,Ford ,Ford Focus,143,gas
2015,1,Ford ,Ford Mondeo,124,gas
2015,1,Audi ,Audi A3,119,gas
2015,1,Volkswagen ,Volkswagen Tiguan,118,gas
2015,1,Nissan ,Nissan X-Trail,116,gas
2015,2,Toyota ,Toyota Rav4,450,gas
2015,2,Toyota ,Toyota Auris,365,gas
2015,2,Skoda ,Skoda Octavia,362,gas
2015,2,Toyota ,Toyota Yaris,338,gas
2015,2,Tesla ,Tesla Model S,321,EV/Hybrid
2015,2,Nissan ,Nissan Qashqai,247,gas
2015,2,Nissan ,Nissan Leaf,247,EV/Hybrid
2015,2,Audi ,Audi A3,207,gas
2015,2,Volkswagen ,Volkswagen Passat,204,gas
2015,2,Volkswagen ,Volkswagen up!,194,gas
2015,2,Suzuki ,Suzuki SX4,185,gas
2015,2,Mazda ,Mazda CX-5,180,gas
2015,2,Mercedes-Benz ,Mercedes-Benz C-klasse,172,gas
2015,2,Nissan ,Nissan X-Trail,163,gas
2015,2,Ford ,Ford Mondeo,162,gas
2015,2,Mitsubishi ,Mitsubishi Outlander,157,gas
2015,2,Ford ,Ford Focus,157,gas
2015,2,Ford ,Ford Kuga,133,gas
2015,2,Hyundai ,Hyundai i20,76,gas
2015,3,Volkswagen ,Volkswagen Golf,1421,gas
2015,3,Tesla ,Tesla Model S,1140,EV/Hybrid
2015,3,Nissan ,Nissan Leaf,526,EV/Hybrid
2015,3,Toyota ,Toyota Auris,486,gas
2015,3,Skoda ,Skoda Octavia,411,gas
2015,3,Toyota ,Toyota Rav4,385,gas
2015,3,Toyota ,Toyota Yaris,379,gas
2015,3,Ford ,Ford Mondeo,284,gas
2015,3,Audi ,Audi A3,281,gas
2015,3,Nissan ,Nissan Qashqai,272,gas
2015,3,Volvo ,Volvo XC60,244,gas
2015,3,Volvo ,Volvo V70,232,gas
2015,3,Volkswagen ,Volkswagen Passat,229,gas
2015,3,Renault ,Renault Zoe,228,EV/Hybrid
2015,3,Volkswagen ,Volkswagen up!,217,gas
2015,3,Mitsubishi ,Mitsubishi Outlander,204,gas
2015,3,Suzuki ,Suzuki SX4,187,gas
2015,3,Mazda ,Mazda CX-5,180,gas
2015,3,Ford ,Ford Focus,180,gas
2015,3,Peugeot ,Peugeot 308,168,gas
2015,3,BMW ,BMW X3,159,gas
2015,3,BMW ,BMW 3-serie,154,gas
2015,3,Kia ,Kia Sportage,141,gas
2015,3,Volkswagen ,Volkswagen Polo,139,gas
2015,3,Mercedes-Benz ,Mercedes-Benz C-klasse,133,gas
2015,3,Ford ,Ford Fiesta,125,gas
2015,3,Ford ,Ford Kuga,119,gas
2015,3,BMW ,BMW i3,109,EV/Hybrid
2015,3,Hyundai ,Hyundai i20,106,gas
2015,3,Toyota ,Toyota Prius,99,EV/Hybrid
2015,3,Toyota ,Toyota Avensis,98,gas
2015,3,Mercedes-Benz ,Mercedes-Benz B-klasse,91,gas
2015,3,Volvo ,Volvo V60,70,gas
2015,3,Ford ,Ford S-Max,61,gas
2015,3,Suzuki ,Suzuki Vitara,60,gas
2015,3,Skoda ,Skoda Superb,55,gas
2015,3,BMW ,BMW X1,48,gas
2015,3,Opel ,Opel Astra,31,gas
2015,3,BMW ,BMW X5,29,gas
2015,4,Volkswagen ,Volkswagen Golf,1595,gas
2015,4,Toyota ,Toyota Auris,509,gas
2015,4,Skoda ,Skoda Octavia,460,gas
2015,4,Mazda ,Mazda CX-5,355,gas
2015,4,Volkswagen ,Volkswagen Passat,354,gas
2015,4,Toyota ,Toyota Yaris,330,gas
2015,4,Audi ,Audi A3,327,gas
2015,4,Toyota ,Toyota Rav4,302,gas
2015,4,Mitsubishi ,Mitsubishi Outlander,280,gas
2015,4,Tesla ,Tesla Model S,230,EV/Hybrid
2015,4,Volvo ,Volvo V70,221,gas
2015,4,Ford ,Ford Mondeo,221,gas
2015,4,Volkswagen ,Volkswagen up!,210,gas
2015,4,Ford ,Ford Focus,193,gas
2015,4,Volvo ,Volvo V40,189,gas
2015,4,Volkswagen ,Volkswagen Polo,183,gas
2015,4,Peugeot ,Peugeot 308,181,gas
2015,4,Mercedes-Benz ,Mercedes-Benz B-klasse,178,gas
2015,4,Volvo ,Volvo XC60,174,gas
2015,4,Nissan ,Nissan Leaf,167,EV/Hybrid
2015,4,Mercedes-Benz ,Mercedes-Benz C-klasse,166,gas
2015,4,BMW ,BMW X3,157,gas
2015,4,Renault ,Renault Zoe,154,EV/Hybrid
2015,4,Nissan ,Nissan Qashqai,147,gas
2015,4,Kia ,Kia Sportage,137,gas
2015,4,Volvo ,Volvo V60,128,gas
2015,4,BMW ,BMW i3,102,EV/Hybrid
2015,4,Ford ,Ford Fiesta,92,gas
2015,4,BMW ,BMW 3-serie,91,gas
2015,4,Toyota ,Toyota Prius,72,EV/Hybrid
2015,4,Ford ,Ford Kuga,72,gas
2015,4,Skoda ,Skoda Superb,61,gas
2015,4,Suzuki ,Suzuki Vitara,58,gas
2015,4,BMW ,BMW 2-serie,48,gas
2015,4,Mercedes-Benz ,Mercedes-Benz E-klasse,48,gas
2015,4,BMW ,BMW X1,32,gas
2015,4,Opel ,Opel Astra,30,gas
2015,4,Ford ,Ford S-Max,29,gas
2015,4,Toyota ,Toyota Avensis,25,gas
2015,4,BMW ,BMW X5,23,gas
2015,5,Volkswagen ,Volkswagen Golf,1323,gas
2015,5,Mitsubishi ,Mitsubishi Outlander,399,gas
2015,5,Toyota ,Toyota Yaris,371,gas
2015,5,Toyota ,Toyota Auris,352,gas
2015,5,Tesla ,Tesla Model S,346,EV/Hybrid
2015,5,Skoda ,Skoda Octavia,329,gas
2015,5,Audi ,Audi A3,303,gas
2015,5,Toyota ,Toyota Rav4,296,gas
2015,5,Mazda ,Mazda CX-5,286,gas
2015,5,Volvo ,Volvo V70,272,gas
2015,5,Ford ,Ford Focus,242,gas
2015,5,Volkswagen ,Volkswagen Passat,236,gas
2015,5,Ford ,Ford Mondeo,232,gas
2015,5,Volvo ,Volvo V40,211,gas
2015,5,Peugeot ,Peugeot 308,196,gas
2015,5,Nissan ,Nissan Qashqai,188,gas
2015,5,Nissan ,Nissan Leaf,176,EV/Hybrid
2015,5,Volvo ,Volvo XC60,152,gas
2015,5,Mercedes-Benz ,Mercedes-Benz C-klasse,144,gas
2015,5,Volkswagen ,Volkswagen up!,130,gas
2015,6,Volkswagen ,Volkswagen Golf,1626,gas
2015,6,Tesla ,Tesla Model S,566,EV/Hybrid
2015,6,Mitsubishi ,Mitsubishi Outlander,487,gas
2015,6,Renault ,Renault Zoe,431,EV/Hybrid
2015,6,Toyota ,Toyota Yaris,371,gas
2015,6,Toyota ,Toyota Rav4,368,gas
2015,6,Skoda ,Skoda Octavia,358,gas
2015,6,Mazda ,Mazda CX-5,358,gas
2015,6,Toyota ,Toyota Auris,336,gas
2015,6,Volkswagen ,Volkswagen Passat,308,gas
2015,6,Nissan ,Nissan Qashqai,307,gas
2015,6,Audi ,Audi A3,292,gas
2015,6,Volvo ,Volvo V70,290,gas
2015,6,Ford ,Ford Mondeo,221,gas
2015,6,Peugeot ,Peugeot 308,203,gas
2015,6,Nissan ,Nissan Leaf,186,EV/Hybrid
2015,6,Volkswagen ,Volkswagen up!,180,gas
2015,6,Ford ,Ford Focus,174,gas
2015,6,Volvo ,Volvo XC60,164,gas
2015,6,Mercedes-Benz ,Mercedes-Benz C-klasse,142,gas
2015,7,Volkswagen ,Volkswagen Golf,1542,gas
2015,7,Toyota ,Toyota Yaris,401,gas
2015,7,Nissan ,Nissan Qashqai,385,gas
2015,7,Toyota ,Toyota Rav4,383,gas
2015,7,Volkswagen ,Volkswagen Passat,356,gas
2015,7,Skoda ,Skoda Octavia,343,gas
2015,7,Audi ,Audi A3,321,gas
2015,7,Toyota ,Toyota Auris,294,gas
2015,7,Mercedes-Benz ,Mercedes-Benz B-klasse,263,gas
2015,7,Volvo ,Volvo V70,251,gas
2015,7,Mazda ,Mazda CX-5,248,gas
2015,7,Nissan ,Nissan Leaf,239,EV/Hybrid
2015,7,Tesla ,Tesla Model S,222,EV/Hybrid
